ตาม|RPRE|12
งาน|NCMN|10
จำแนก|VACT|9
เดือน|NCMN|8
ของ|RPRE|4
15|DCNM|3
ตำแหน่งงาน|NCMN|3
ต่อ|RPRE|3
ปี|NCMN|2
ที่|PREL|2
าน|NCMN|2
คนใน|NCMN|1
ทำงาน|VACT|1
การ|FIXN|1
จำนวน|NCMN|1
เป็นหนี้|VSTA|1
ครัวเรือน|NCMN|1
