ราชอาณาจักร|NCMN|3
พ.ศ.|NCMN|2
2558|NCMN|2
2559|NCMN|2
2556|NCMN|1
เขตการปกครอง|NCMN|1
-|NCMN|1
1|NLBL|1
ที่|PREL|1
